Time_s,Pos_err_norm_m,Ori_err_norm_rad,Jerk_norm_m_s3
1.005199670791625977e+00,4.037065385850306942e-01,1.497031408693577204e+00,3.151553674249873325e+02
1.016076326370239258e+00,4.088188517881568562e-01,1.512037752282100467e+00,4.317549281768436344e+02
1.019164323806762695e+00,4.140210893064336650e-01,1.524823751704584396e+00,6.826248901489224181e+02
1.022113561630249023e+00,4.193699662606178991e-01,1.535489985246004441e+00,9.308704839314340234e+02
1.026461601257324219e+00,4.248857496616192386e-01,1.544037492688680402e+00,6.992278382621040009e+02
1.032891750335693359e+00,4.305831072057751396e-01,1.550521623052574460e+00,3.762319722166773772e+02
1.038611650466918945e+00,4.364003399567420449e-01,1.554645009805195377e+00,1.628504411017907785e+02
1.046160459518432617e+00,4.423819674152662529e-01,1.556794447295231310e+00,2.557764039874531363e+02
1.054316520690917969e+00,4.484914167525295703e-01,1.556957357598261371e+00,1.469489968152980168e+02
1.061322689056396484e+00,4.546696919164164852e-01,1.555003982756040903e+00,1.959822690295213761e+02
1.066602230072021484e+00,4.608802979736041916e-01,1.550995880751025569e+00,4.334492899654607072e+02
1.069019556045532227e+00,4.670644445975837833e-01,1.544931457131091257e+00,2.633810249886390466e+03
1.074316978454589844e+00,4.733794005911061697e-01,1.538132394630736588e+00,1.691139347878343642e+03
1.080970764160156250e+00,4.797734293571224162e-01,1.530647368486633964e+00,1.619136268522647697e+02
1.087964773178100586e+00,4.862008808080948152e-01,1.522611325686192618e+00,2.254041463131508181e+02
1.091113328933715820e+00,4.924941053259652146e-01,1.513519400990122943e+00,3.269278536147039176e+03
1.097989559173583984e+00,4.989099305904733939e-01,1.505191493840805750e+00,2.560922509113968772e+03
1.101065874099731445e+00,5.051512514368525775e-01,1.496453362191392689e+00,4.227742522760645443e+03
1.104180574417114258e+00,5.113438385390993712e-01,1.488373263518655953e+00,9.135681423620358146e+02
1.114763736724853516e+00,5.177877930383623095e-01,1.482641509581041905e+00,3.774279435561782066e+03
1.118026494979858398e+00,5.238570400896452872e-01,1.476643090882929998e+00,4.265835997850072090e+03
1.122500181198120117e+00,5.298897428709852253e-01,1.472245933946116914e+00,2.549971346710461148e+03
1.127137184143066406e+00,5.358316878266852212e-01,1.469412282913514112e+00,2.182168863555679081e+02
1.131183862686157227e+00,5.416382395264780492e-01,1.468139716586710053e+00,1.325399112606357676e+03
1.135332345962524414e+00,5.473314165535899667e-01,1.468639127817752188e+00,4.103071662105580231e+02
1.138929605484008789e+00,5.528721566518701724e-01,1.470853731159434297e+00,1.687499241824126329e+03
1.143290519714355469e+00,5.583173378596024694e-01,1.474988441068990408e+00,1.932056022191889952e+03
1.148374795913696289e+00,5.636611510663456226e-01,1.480980634051195066e+00,1.148630945275964450e+03
1.150514602661132812e+00,5.687125996548131335e-01,1.488297518496881411e+00,1.192574219858940160e+04
1.154507398605346680e+00,5.737087020404343374e-01,1.497463974568661760e+00,1.126385348517709463e+04
1.157661676406860352e+00,5.785079602141040001e-01,1.508020741045600355e+00,3.202823729663704398e+03
1.160034656524658203e+00,5.831072478505148204e-01,1.519852548992683738e+00,6.463955509691722909e+03
1.165125608444213867e+00,5.876899006839509942e-01,1.533068685498454098e+00,9.643455075804313310e+03
1.168753623962402344e+00,5.920283979565490462e-01,1.547122377699842399e+00,3.763326604941039477e+03
1.170956850051879883e+00,5.962551771138311363e-01,1.563543931237555862e+00,5.447329207432857402e+03
1.172993183135986328e+00,6.004988795515160405e-01,1.582356435997323674e+00,3.351837986875343177e+03
1.175814390182495117e+00,6.048411520379071149e-01,1.603366676382919964e+00,1.751032118453088333e+04
1.179029941558837891e+00,6.090461237542557082e-01,1.624401400762519820e+00,3.936606767698772728e+03
1.182253122329711914e+00,6.131001507613431656e-01,1.644919009263295040e+00,2.289500767452756463e+03
1.190523386001586914e+00,6.172826815142956614e-01,1.664345255977462079e+00,5.678798325671942621e+03
1.195487737655639648e+00,6.211328053718089270e-01,1.682387481096579984e+00,2.338607502433620084e+03
1.199657917022705078e+00,6.247856024723948964e-01,1.698786046308232267e+00,1.926444588232765000e+03
1.202412128448486328e+00,6.282048146677480238e-01,1.713378961589189675e+00,9.988411040804656977e+02
1.210714101791381836e+00,6.318017812063473349e-01,1.725552402569449750e+00,5.617366835383744728e+03
1.214868783950805664e+00,6.350522142412116100e-01,1.735738923009227941e+00,2.927201438283791958e+03
1.219914674758911133e+00,6.382078192279821982e-01,1.743629387079284943e+00,1.174043178055500448e+03
1.222704410552978516e+00,6.411085406428734812e-01,1.749479933192265246e+00,6.596028040609937307e+03
1.226932287216186523e+00,6.439294984962176116e-01,1.752981645676848999e+00,5.135655104813145954e+03
1.233793497085571289e+00,6.467167823925065173e-01,1.753951624064554959e+00,2.508794195671517627e+03
1.236462116241455078e+00,6.491564662159235999e-01,1.753177829443236968e+00,8.210772856353360112e+03
1.239277124404907227e+00,6.514497852159933933e-01,1.750230688925058953e+00,1.097812713876430053e+03
1.241387367248535156e+00,6.535641746617100178e-01,1.745189803129143291e+00,8.627303710595664597e+03
1.243554115295410156e+00,6.555391942402971628e-01,1.737904205385251588e+00,1.927925487058117142e+03
1.247554063796997070e+00,6.574533812459066873e-01,1.728003605001929399e+00,1.203771672362431673e+04
1.253560304641723633e+00,6.593136580377836342e-01,1.715335138161037110e+00,2.994376269327749014e+03
1.256867170333862305e+00,6.609498890465467236e-01,1.700656415713960534e+00,6.382382281020652954e+03
1.259020805358886719e+00,6.625118967407028769e-01,1.686286367091687888e+00,5.821100789375503155e+03
1.261978864669799805e+00,6.640506664009593329e-01,1.672156373212513980e+00,8.191074627926839639e+03
1.265984296798706055e+00,6.655518113768461586e-01,1.658571208421540488e+00,4.087441273908517815e+03
1.269073247909545898e+00,6.669246498214908003e-01,1.646210148854184929e+00,2.355949969483477616e+03
1.271337985992431641e+00,6.681439082323333833e-01,1.635211938713283519e+00,5.602149464617165904e+03
1.273397207260131836e+00,6.691923412241574942e-01,1.625350562305132307e+00,7.585233683600065888e+03
1.275456905364990234e+00,6.700337108824968579e-01,1.616322005494513547e+00,7.861119996444284880e+03
1.278624057769775391e+00,6.706493015801787694e-01,1.607266265414429629e+00,5.844233455005594806e+03
1.282474994659423828e+00,6.709762178020206580e-01,1.597838404224843023e+00,1.587340523331871282e+03
1.292214155197143555e+00,6.710734669035709477e-01,1.585146060827554271e+00,3.595146708327719807e+03
1.297578573226928711e+00,6.706679360535952039e-01,1.573448087339676782e+00,2.782319474580174756e+03
1.301371574401855469e+00,6.697989439209454110e-01,1.561447321606085570e+00,4.641295241613476719e+03
1.305110692977905273e+00,6.684758060576457828e-01,1.548544537273070176e+00,2.649127392115801285e+03
1.308321714401245117e+00,6.666913299560528472e-01,1.535054769736465596e+00,6.316600700944003620e+03
1.320613861083984375e+00,6.645375359859420072e-01,1.516684601877805960e+00,7.543934660794759111e+03
1.323384761810302734e+00,6.618063148084382119e-01,1.502988539138194080e+00,8.506420638545754628e+03
1.326780080795288086e+00,6.586617622469250755e-01,1.489427883816027975e+00,6.905409193273497294e+03
1.333597421646118164e+00,6.551486753897808324e-01,1.475247911219037533e+00,6.801303976942946974e+03
1.337437152862548828e+00,6.512713989253661184e-01,1.463777074462724981e+00,3.867969695554195823e+03
1.347556829452514648e+00,6.470809761913428604e-01,1.451725342426323451e+00,4.521005538718195567e+03
1.354317665100097656e+00,6.425997191714620804e-01,1.443182954149187625e+00,1.176677235616216194e+03
1.359825134277343750e+00,6.378719931533149978e-01,1.437301305054242473e+00,1.263088941811907944e+03
1.365150690078735352e+00,6.329232406400003841e-01,1.433673737216718092e+00,6.836711324816758406e+02
1.369878292083740234e+00,6.277822733476675632e-01,1.432269355611099027e+00,1.698758720275537416e+04
1.372017621994018555e+00,6.231763559154260834e-01,1.428241859972270822e+00,2.525002123746134021e+04
1.374078273773193359e+00,6.190151602412534704e-01,1.420859558767370689e+00,2.864461091104354637e+03
1.376140356063842773e+00,6.152538792284237834e-01,1.410137779479247566e+00,6.069440121020023980e+03
1.379799127578735352e+00,6.118439571175045000e-01,1.396003578265786249e+00,2.501018088199683189e+04
1.383567571640014648e+00,6.088095342620883921e-01,1.378777911246935384e+00,1.525759611044158873e+03
1.386662483215332031e+00,6.061797375390837184e-01,1.358620422753096024e+00,4.928484955628161515e+03
1.392001390457153320e+00,6.038889485863397910e-01,1.335655251486496331e+00,2.664426293789489500e+04
1.398763418197631836e+00,6.020818588478961120e-01,1.313291021637020384e+00,2.376214803392881549e+03
1.405158996582031250e+00,6.007410944962806587e-01,1.291721557742732118e+00,9.808884851805192966e+02
1.407860994338989258e+00,5.999148873385291569e-01,1.271336941256328901e+00,1.612516647956551060e+04
1.417506217956542969e+00,5.991253809445112877e-01,1.252627430772022210e+00,1.582086370865372919e+04
1.421493530273437500e+00,5.987820060651245502e-01,1.235731868065009120e+00,5.914591137309867918e+03
1.426298141479492188e+00,5.985706196386717526e-01,1.220770998056144530e+00,4.189294220544950804e+03
1.433640241622924805e+00,5.983510641276007513e-01,1.207735623377901524e+00,3.972877676141288703e+03
1.443767786026000977e+00,5.980476804036382044e-01,1.196474879306695271e+00,1.385461490718368850e+03
1.452013969421386719e+00,5.978427534427191992e-01,1.186986762063434453e+00,2.232196079590827367e+02
1.456504106521606445e+00,5.978245390173391183e-01,1.179168146118634519e+00,2.055219355597397225e+03
1.460058212280273438e+00,5.978386524673728886e-01,1.172803154764469502e+00,1.037443883984266449e+03
1.464336156845092773e+00,5.977829234130862535e-01,1.167701151450823094e+00,2.913562287034664678e+03
1.468438625335693359e+00,5.976957430130067639e-01,1.163745073633690508e+00,9.185040304642604951e+02
1.470897436141967773e+00,5.976551772140541452e-01,1.160822458959878567e+00,3.052549485439698401e+03
1.472957611083984375e+00,5.975886016983348314e-01,1.158780525658438032e+00,1.582475398782330785e+03
1.475020170211791992e+00,5.974703545988999664e-01,1.157510794805339582e+00,3.276192582346700419e+03
1.480306625366210938e+00,5.971062319178905842e-01,1.157000071756060677e+00,5.197815504967529705e+03
1.484844446182250977e+00,5.967276113459816234e-01,1.157166398551081832e+00,4.155620701029603197e+02
1.497692346572875977e+00,5.957615082741088974e-01,1.158618901541294210e+00,7.127084037647658761e+02
1.502046346664428711e+00,5.952705316684213654e-01,1.160034001344554033e+00,5.941938323762207119e+02
1.508606672286987305e+00,5.945779291134257738e-01,1.162073780667931544e+00,5.021686148868284363e+02
1.520680665969848633e+00,5.934393577597896208e-01,1.165512540310490452e+00,2.419134655432858381e+02
1.526318788528442383e+00,5.926905869473666488e-01,1.167960089391392620e+00,5.077159974251271706e+02
1.530721187591552734e+00,5.919839725875221115e-01,1.169946798161597190e+00,5.797186595288063700e+02
1.535511493682861328e+00,5.912033725347145552e-01,1.171726698542639111e+00,1.800225973129205386e+02
1.542862892150878906e+00,5.901793212644907971e-01,1.173954885664673320e+00,5.366486548820039388e+02
1.546638011932373047e+00,5.893865264411318750e-01,1.174574968309034517e+00,1.187063478274612862e+03
1.552875757217407227e+00,5.883549919293016295e-01,1.175532031958808288e+00,1.058326577492918432e+03
1.556374073028564453e+00,5.875029011696697445e-01,1.174883493319420102e+00,1.246632565176831804e+03
1.559313058853149414e+00,5.866600054094763816e-01,1.173374518573884862e+00,6.405293568466939860e+02
1.561820268630981445e+00,5.858172102258016878e-01,1.171084015089084662e+00,1.555969424832748246e+03
1.566080331802368164e+00,5.847803728457017236e-01,1.168980264340921060e+00,2.591818621899073605e+03
1.569658517837524414e+00,5.837540216364185408e-01,1.166134056961074084e+00,5.071452123040291440e+02
1.572126626968383789e+00,5.827780987697367410e-01,1.162395523065688385e+00,1.778657216885457956e+03
1.574187517166137695e+00,5.817926539786827389e-01,1.158127712494183115e+00,2.815991466174338257e+03
1.576223134994506836e+00,5.807664464413124783e-01,1.153389328570565642e+00,1.350721018343915148e+03
1.578799247741699219e+00,5.796457142991403577e-01,1.148561048713518717e+00,2.801012870175406533e+03
1.582919359207153320e+00,5.783329227743205792e-01,1.144204261769152575e+00,2.130764190171198607e+03
1.585252761840820312e+00,5.771343259328064468e-01,1.139015975897474497e+00,2.290175557740351451e+03
1.587341547012329102e+00,5.759027936654266266e-01,1.133970118483177414e+00,1.205137762770413474e+03
1.594796419143676758e+00,5.740923706772683710e-01,1.131596990823132254e+00,2.717866763727543912e+03
1.601978063583374023e+00,5.722310135301393874e-01,1.129680916876290242e+00,3.243935285703981464e+01
1.605958938598632812e+00,5.706187332143257684e-01,1.126714645066924980e+00,7.851164793172697500e+02
1.610475301742553711e+00,5.688859159318607750e-01,1.124479385838605960e+00,2.638440008674973001e+02
1.620171308517456055e+00,5.665392952886137978e-01,1.125773494034913114e+00,6.594189465663629335e+02
1.623577117919921875e+00,5.647826882505516677e-01,1.124046854416906216e+00,1.102738319369639839e+03
1.628130912780761719e+00,5.628385556140714785e-01,1.123499197014866668e+00,7.038310831588348719e+02
1.634939670562744141e+00,5.605785553368169971e-01,1.125082473968333163e+00,4.897592268402941045e+02
1.638427972793579102e+00,5.586201687046572495e-01,1.124864183716469235e+00,1.055479170797877714e+03
1.646704912185668945e+00,5.560532714336832161e-01,1.128961833603539855e+00,1.082246982427562443e+03
1.653397798538208008e+00,5.535940730554094191e-01,1.132615034292003386e+00,1.685245096730965599e+02
