Time_s,Pos_err_norm_m,Ori_err_norm_rad,Jerk_norm_m_s3
6.185820102691650391e-01,3.689304671484222031e-01,1.146562893850353593e+00,1.475441268786438559e+04
6.207745075225830078e-01,3.638644343357803068e-01,1.163373772425337460e+00,4.885350692743338186e+03
6.239972114562988281e-01,3.587000226144856363e-01,1.181679225170611192e+00,1.242667786959874502e+04
6.273331642150878906e-01,3.535540973753906746e-01,1.201704138140695211e+00,2.065236654925433413e+03
6.294023990631103516e-01,3.485771783393359358e-01,1.223680358784373645e+00,1.115140428039612743e+04
6.314554214477539062e-01,3.437005117113201003e-01,1.247183516047251306e+00,1.595837480129282631e+04
6.335141658782958984e-01,3.389432594165129875e-01,1.271580959946675637e+00,4.213715398498880859e+03
6.355755329132080078e-01,3.343289291072853442e-01,1.296589955409863881e+00,3.860327808564561565e+03
6.401574611663818359e-01,3.297106649105046583e-01,1.321680737608241341e+00,1.038669186075071411e+04
6.433398723602294922e-01,3.253890274623471024e-01,1.347017407875729988e+00,2.278612323603004825e+03
6.461963653564453125e-01,3.213139399200313773e-01,1.372245768567390556e+00,1.677919041705727295e+03
6.482496261596679688e-01,3.175359162629249332e-01,1.397185019921755922e+00,4.863969113330027540e+03
6.503071784973144531e-01,3.140231180247640141e-01,1.421624847113215795e+00,3.669965109836339252e+03
6.523663997650146484e-01,3.107934222010053649e-01,1.445446924158260149e+00,3.623733915831298873e+03
6.549971103668212891e-01,3.078327466233263809e-01,1.468570277969409643e+00,4.741864232483264459e+03
6.612114906311035156e-01,3.050134006992222258e-01,1.491159617041529994e+00,4.069769842230039558e+03
6.637468338012695312e-01,3.026993195542511117e-01,1.512828080510625783e+00,4.983155259496858889e+03
6.666758060455322266e-01,3.006920986600357670e-01,1.533706400373650247e+00,2.170816064004278360e+03
6.703815460205078125e-01,2.989762214811899632e-01,1.553859516233437876e+00,1.933479082789433960e+03
6.776731014251708984e-01,2.974434825229833601e-01,1.573919309738194494e+00,2.214337787335211033e+03
6.824738979339599609e-01,2.963198909859453556e-01,1.592746144193503577e+00,1.597077101839440957e+03
6.880311965942382812e-01,2.954654241370562873e-01,1.610926747673554482e+00,5.103987861932679380e+02
6.928894519805908203e-01,2.949112333067457348e-01,1.627992108388310655e+00,9.090062145563332479e+02
6.975555419921875000e-01,2.946144049026616085e-01,1.643980359454644491e+00,5.117343289101690971e+02
7.002744674682617188e-01,2.945997706975160280e-01,1.658177054409082363e+00,5.808382017503367933e+03
7.051527500152587891e-01,2.947164011181682697e-01,1.671936804305866664e+00,5.800926661217920810e+03
7.099699974060058594e-01,2.950044294181656257e-01,1.684422278579546184e+00,1.930548437472312742e+02
7.147781848907470703e-01,2.954352205247879892e-01,1.695558748646448066e+00,1.554799441670054705e+02
7.180521488189697266e-01,2.960201554739194107e-01,1.704702075505927228e+00,3.244990047640526882e+03
7.210171222686767578e-01,2.967006642096899349e-01,1.712255735721434968e+00,1.221169404731170289e+03
7.237317562103271484e-01,2.974514861751589301e-01,1.718199454825283468e+00,1.330420506247434787e+03
7.298951148986816406e-01,2.981761339871790151e-01,1.723594594678177661e+00,6.134568266392114310e+03
7.331359386444091797e-01,2.989914499650136448e-01,1.726386881075288926e+00,3.793106980245178875e+03
7.353544235229492188e-01,2.998393204766047204e-01,1.727221185858478725e+00,5.819023987506554477e+03
7.374145984649658203e-01,3.006884067593957321e-01,1.726355524331084412e+00,2.663971339124223505e+03
7.394742965698242188e-01,3.015261620138354748e-01,1.723813809535145403e+00,3.115001068793406375e+03
7.421307563781738281e-01,3.023373318819518873e-01,1.719652318971311544e+00,6.098965382813757969e+03
7.450287342071533203e-01,3.031250267125344955e-01,1.713762288266830636e+00,2.204470370285020635e+03
7.480750083923339844e-01,3.038903217543177937e-01,1.706112764200774068e+00,1.579520764414528458e+03
7.501358985900878906e-01,3.046497339274308325e-01,1.696694188678882220e+00,5.992582184433916154e+03
7.522063255310058594e-01,3.053937217853712194e-01,1.685616120773787197e+00,3.094359033210512735e+03
7.549448013305664062e-01,3.061225082842679024e-01,1.672861699653470202e+00,5.279264733757312570e+03
7.640960216522216797e-01,3.067818357627381531e-01,1.657894356005108927e+00,4.101679522355819245e+03
7.676255702972412109e-01,3.075214763900973591e-01,1.641668527223584251e+00,2.479226003506664711e+03
7.697312831878662109e-01,3.083065412104361025e-01,1.624140340527931992e+00,6.400666003351569998e+03
7.721188068389892578e-01,3.091300179999505460e-01,1.605283927830735813e+00,3.329328030015727563e+03
7.771291732788085938e-01,3.099859915801211341e-01,1.584759667848492315e+00,5.495267384982213116e+03
7.824361324310302734e-01,3.109153671984972722e-01,1.563056618054025293e+00,4.223309819904404776e+02
7.871520519256591797e-01,3.119449366991703942e-01,1.540545131085446551e+00,6.127713163485910854e+02
7.916224002838134766e-01,3.130889505003587869e-01,1.517395385760348603e+00,5.818281915112002025e+02
7.971720695495605469e-01,3.143523067892290412e-01,1.493577926362697594e+00,1.399759706900211540e+03
8.011987209320068359e-01,3.157401316807740832e-01,1.469918904848760643e+00,1.028507111093245385e+03
8.068928718566894531e-01,3.172169366122997713e-01,1.445994110516130027e+00,1.179465206508974916e+03
8.133258819580078125e-01,3.188017337647580662e-01,1.422292699396306759e+00,3.244614906740737297e+02
8.161153793334960938e-01,3.205376324638684049e-01,1.400035855055048017e+00,3.457970241836169407e+03
8.190968036651611328e-01,3.223984010902637976e-01,1.378752313917806172e+00,7.581847041748142146e+02
8.212549686431884766e-01,3.243944051699472753e-01,1.358997468006261977e+00,4.250250561215405469e+03
8.233788013458251953e-01,3.265257794827318705e-01,1.340930787120013346e+00,1.014042648817088093e+03
8.280310630798339844e-01,3.288016953994718494e-01,1.324202133670739689e+00,6.275172284118996686e+03
8.322045803070068359e-01,3.312299223681183236e-01,1.309926947575856371e+00,4.041839567699097415e+02
8.343863487243652344e-01,3.338035196858601950e-01,1.298874538156570724e+00,5.359953752486867415e+03
8.364448547363281250e-01,3.365244185706442459e-01,1.290956532470134643e+00,1.630888079846734399e+04
8.385152816772460938e-01,3.393816451826144887e-01,1.286827314524789045e+00,1.774090455891163583e+04
8.412127494812011719e-01,3.423613479306562013e-01,1.286558295507161942e+00,9.240206666134698025e+03
8.441560268402099609e-01,3.454521078209219498e-01,1.289826561406233418e+00,3.445685836053751245e+03
8.471343517303466797e-01,3.486470970339309861e-01,1.296245823203474146e+00,1.591302747802844806e+03
8.491950035095214844e-01,3.519249777003580215e-01,1.305635642935648377e+00,6.758034895104448879e+03
8.512485027313232422e-01,3.553006075890561277e-01,1.317344804469229080e+00,2.481763181210764287e+03
8.533077239990234375e-01,3.587775358026340511e-01,1.330969564075302980e+00,2.695956989182467169e+03
8.557753562927246094e-01,3.623730054290326685e-01,1.346040028829900592e+00,6.108591422730755767e+03
8.646202087402343750e-01,3.662811541178467301e-01,1.361338562233168625e+00,5.685617300275242997e+03
8.680689334869384766e-01,3.701635421215889732e-01,1.378443656465041078e+00,2.248668452762525703e+03
8.711063861846923828e-01,3.741641381672539124e-01,1.396158405289790627e+00,3.886338618394893842e+02
8.738887310028076172e-01,3.782930383152955933e-01,1.414079746524266046e+00,8.711535129603749965e+02
8.805420398712158203e-01,3.827173680833306224e-01,1.431803605538860102e+00,3.111141561752608595e+03
8.870387077331542969e-01,3.873000579899216755e-01,1.449250981106641634e+00,2.512619908785312646e+02
8.911414146423339844e-01,3.919501086698055081e-01,1.465896449918293376e+00,2.219369428847674897e+02
8.981125354766845703e-01,3.968856081063963925e-01,1.481775713059468647e+00,7.763457344454999429e+02
9.010012149810791016e-01,4.018061860609238867e-01,1.495875222618223921e+00,4.026817991931424672e+02
9.053034782409667969e-01,4.069456197374270445e-01,1.508521641957743187e+00,8.239285806327575301e+02
9.104828834533691406e-01,4.122814334684515858e-01,1.519489932706477697e+00,3.032527964891124839e+02
9.161818027496337891e-01,4.177928873016455991e-01,1.528595062828622453e+00,1.765183183883773097e+02
9.212582111358642578e-01,4.234136282833934062e-01,1.535489021570544566e+00,2.197745121462508280e+02
9.242000579833984375e-01,4.290482003378706111e-01,1.539704425106574792e+00,8.932382184081816376e+02
9.293770790100097656e-01,4.349194648059831469e-01,1.542267790507938052e+00,8.345535939416639621e+02
9.344127178192138672e-01,4.408899349044537175e-01,1.542678652308923315e+00,2.455391501349115515e+02
9.371883869171142578e-01,4.468214200826285398e-01,1.540439638676210032e+00,1.131906941141301786e+03
9.397392272949218750e-01,4.528137647909545871e-01,1.536240695021726221e+00,1.405694559588714355e+03
9.428496360778808594e-01,4.589029934046530701e-01,1.530515348646954266e+00,1.119518251954639481e+03
9.466505050659179688e-01,4.650872939982079735e-01,1.523570324265191678e+00,6.558961315194754889e+02
9.494316577911376953e-01,4.712439907794499505e-01,1.515181277274044946e+00,2.391681354210960762e+03
9.514963626861572266e-01,4.773753922763859792e-01,1.505736019455353292e+00,4.930616635167486493e+03
9.535570144653320312e-01,4.835141191039783459e-01,1.495764277264009845e+00,2.909704733685962310e+03
9.556205272674560547e-01,4.896473209551450712e-01,1.485591823149570834e+00,2.779328825288270764e+03
9.603314399719238281e-01,4.959535097634886203e-01,1.476290410966540234e+00,6.136253063449862566e+03
9.681375026702880859e-01,5.024596775377854208e-01,1.468277003803882597e+00,1.071920990659467634e+03
9.722959995269775391e-01,5.086630493557353638e-01,1.459889815799101820e+00,2.411217923432879161e+03
9.757676124572753906e-01,5.147608073510228088e-01,1.452251947891471273e+00,2.114442694285165089e+03
9.817466735839843750e-01,5.209804017471855175e-01,1.446474676622663935e+00,2.947099274761482775e+03
9.861078262329101562e-01,5.270014617752427633e-01,1.441608996504994966e+00,1.887354423860037059e+03
9.957766532897949219e-01,5.333418449019688978e-01,1.439646862686290385e+00,2.426982478938878103e+03
9.999001026153564453e-01,5.391627129089581194e-01,1.437837932050902934e+00,3.084278979030882965e+03
1.002303123474121094e+00,5.447406898406682574e-01,1.437350020817694585e+00,8.336273313598367167e+03
1.004788160324096680e+00,5.502060796966968814e-01,1.438710299983172902e+00,1.454856388053748560e+03
1.010327577590942383e+00,5.557924838562812164e-01,1.442563660667406156e+00,8.481064353443916843e+03
1.014892816543579102e+00,5.611748091463574228e-01,1.447950259593310918e+00,1.304982284224579416e+03
1.023027420043945312e+00,5.667144000031164586e-01,1.455728491646915090e+00,2.364822915424350413e+03
1.029511928558349609e+00,5.719842850722668404e-01,1.464738669535260440e+00,7.513516361934769066e+02
